"","SRR5935893","SRR5946674","SRR5936212","SRR5936204","SRR5936213","SRR5983300","SRR5947045","SRR5947063","ERR209175","SRR5936081","SRR5947812","ERR209653","SRR5946752","SRR5983436","SRR5947076","SRR5946907","SRR5946714","SRR5935888","SRR5935976","SRR5947102","ERR209187","SRR5983329","SRR5946826","ERR209434","SRR5935971","SRR5935871","SRR5946662","SRR5936139","ERR209697","SRR5936048","SRR5936118"
"Clostridium_symbiosum",0.20504,0.02313,0,0,0,0,0,0.14972,0,0.00418,2.989,0,0.60014,0,1.22463,0.08369,0.7102,0,0,0.0467,0,0,0,0,0,0,0,0,0,0,0
"GGB9743_SGB15349",0,0,0,0,0,0,0,0,0,0.01487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Frisingicoccus_caecimuris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnoclostridium_edouardi",0.00867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB4550_SGB6272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collinsella_SGB47518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eggerthella_lenta",0,0,0,0,0,0,0,0,0,0.00183,0.01374,0,0,0,0.01362,0.00033,0,0.11505,0,0,0,0,0,0,0,0,0,0,0.03167,0.00357,0.00055
"Clostridiales_bacterium_CHKCI006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00432,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leuconostoc_gelidum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterocloster_aldenensis",0.21266,0.07176,0,0,0,0,0,0,0,0,0.72996,0,0.16257,0,0.11059,0.15271,0.37924,0.4361,0,0.12008,0,0,0,0,0,0,0,0,0.07385,0,0
"GGB33665_SGB47358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03378,0,0,0,0,0,0
"Enterocloster_lavalensis",0.11196,0,0,0,0,0,0,0,0,0.00025,0.51961,0,0,0,0,0,0.11445,0,0,0,0,0,0,0,0,0,0,0,0.01238,0,0
"Anaerotruncus_colihominis",0,0,0,0,0,0,0,0,0,0.05914,0,0,0,0,0.02949,0,0,0.00509,0,0,0,0.00161,0,0,0,0,0,0,0,0,0.00961
"GGB2734_SGB3677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB30719_SGB9303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB1497_SGB2076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB1567_SGB2154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gemmiger_SGB15292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB2734_SGB20279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Muribaculum_gordoncarteri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB2734_SGB3679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerococcus_SGB53821",0,0,0,0,0,0,0,0.01767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_bouchesdurhonensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB6512_SGB9197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Latilactobacillus_sakei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerococcus_SGB15407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9616_SGB15052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02306,0,0,0,0,0,0
"GGB9697_SGB15213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9595_SGB15019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus_Neoruminococcus_faecicola",0,0,0,2e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB1538_SGB2121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veillonella_tobetsuensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB6513_SGB9199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9719_SGB53514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB1407_SGB1931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB79743_SGB1911",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Faecalimonas_umbilicata",0,0,0,0,0,0,0,0,0,0,0,0,2.76249,0,0,0,0,0.98834,0,0,0,0,0.03686,0,0,0,0,0,1.03081,0,0
"Lactococcus_lactis",0,0,0,0,0,0,0,0,0,0,0.00871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterocloster_clostridioformis",0.07373,0.0098,0,0,0,0,0,0.0027,0,0.00267,1.60277,0,0.02452,0,0,0.02444,0,0,0,0,0,0,0.44391,0,0,0,0,0,0.52469,0,0
"Fusobacterium_nucleatum",0,0,0,0,0,0,0,0,0,0,0.14969,0,0,0,0,0,0,0.20838,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ligilactobacillus_salivarius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactococcus_cremoris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium_breve",0,0,0,0,0,0,0,0,0,0,0,0,0.06351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11367,0
"Limosilactobacillus_fermentum",0,0,0,0,0,0,0,0,0,0,0,0,0.01262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_gasseri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scardovia_wiggsiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saccharomyces_cerevisiae",0,0,0,0,0,0,0,0,0,0.00138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB36599_SGB9269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Morganella_morganii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.22727,0,0.05984,0,0
"Klebsiella_quasipneumoniae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lancefieldella_parvula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00054,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leuconostoc_pseudomesenteroides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_oralis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_anginosus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parascardovia_denticolens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klebsiella_quasivariicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Isoptericola_variabilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gardnerella_vaginalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coprococcus_SGB106020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB3887_SGB5270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnoanaerobaculum_orale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rothia_mucilaginosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solobacterium_SGB6828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lancefieldella_rimae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12128,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paucilactobacillus_nenjiangensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_SGB17154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactococcus_laudensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB10485_SGB49305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gemella_asaccharolytica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_sp_ph3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alloscardovia_omnicolens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lacticaseibacillus_rhamnosus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_graevenitzii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stomatobaculum_longum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Limosilactobacillus_oris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium_scardovii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_intermedius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium_SGB4589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_lactarius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veillonellaceae_bacterium",0,0,0,0,0,0,0,0.01165,0,0,0.10813,0,0,0,0.07969,0,0,0.2202,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blautia_hansenii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03807,0,0,0,0,0,0,0,0,0,0,0.77392,0,0
"GGB3576_SGB4784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB55957_SGB77276",0,0,0,0,0,0,0,0,0,0,0.08641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerostipes_caccae",0,0.00375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03065,0,0.34638,0,0.05062,0,0.00264,0,0,0,0,0,0,0,0,0
"GGB3680_SGB4994",0,0,0,0,0,0,0,0,0,0,0.08704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnospiraceae_bacterium_oral_taxon_096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB12785_SGB19823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blautia_SGB15070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7646,0,0.01347,0,0,0,0,0,0,0,0,0,0,0,0
"Erysipelotrichaceae_bacterium_3_1_53",0,0,0,0,0,0,0,0,0,0,0.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Faecalicatena_contorta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridia_bacterium_UC5_1_1D1",0,0,0,0,0,0,0.00229,0,0,0,0,0,0,0,0.00342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01002,0,0
"Eubacterium_sp_An11",0,0.03275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574,0,0,0,0.0657,0,0,0,0,0,0,0,0,0,0,0
"Lachnoclostridium_phocaeense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07494,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB3583_SGB4799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05679
"Lactonifactor_sp_BIOML_A6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gemmiger_sp_An87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium_sp_ER2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerostipes_butyraticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Intestinibacillus_sp_Marseille_P6563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB1527_SGB59850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9453_SGB14845",0,0.65688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09357,0.08349,0,0,0.72917,0,0,0,0,0,0,0,0,0,0,0.35115
"Clostridium_sp_D5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB79751_SGB6028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00656,0,0,0,0,0,0,0,0,0
"GGB4386_SGB6036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collinsella_intestinalis",0,0,0,0.00138,0,0,0,0.01748,0,0,0,0,0,0.01236,0,0,0.84287,0,0,0,0,0.03565,0,0,0,0,0,0,0.41228,0,0
"Haemophilus_SGB66626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Holdemania_massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00902,0,0,0,0.00433,0,0,0,0,0,0,0,0,0
"Paratractidigestivibacter_faecalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB4381_SGB47248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB3600_SGB4859",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Staphylococcus_aureus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridiaceae_bacterium_OM02_2AC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB3510_SGB4687",0,0,0,0,0,0.00191,0,0,0,0,0,0,0,0,0,0,0,0.03204,0,0,0,0,0,0,0,0,0,0,0,0,0.05754
"GGB6574_SGB9290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus_Schneewindia_gallinarum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter_hominis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phyllobacterium_myrsinacearum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_bouchesdurhonensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB51959_SGB72479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB3579_SGB47659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB78706_SGB106379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruminococcus_SGB4263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Christensenella_minuta",0,0,0,0,0,0,0.00218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neobittarella_massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fusobacterium_mortiferum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53621,0,0
"Dialister_pneumosintes",0,0,0,0,0,0,0,0,0,0,0.20276,0,1.06424,0,0,0,0,0,0,0,0,0.00495,0,0,0,0,0,0,0.98963,0,0
"Clostridiaceae_unclassified_SGB4747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5631,0,0
"Clostridium_sp_1001271st1_H5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00307,0,0,0,0,0,0,0,0,0,0,0.0161,0,0
"GGB6573_SGB9287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104,0,0
"Clostridium_scindens",0,0,0.00101,0,0,0,0.00774,0,0,0.01652,0.00231,0,0,0,0.03698,0.00456,0,0,0,0,0,0,0,0,0,0,0,0,0.0031,0,0
"Haemophilus_pittmaniae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coprobacillus_SGB6753",0,0,0,0,0,0,0,0,0,0,0.08011,0,0,0,0,0,0,0.07546,0,0,0,0,0,0,0.04707,0,0,0,0,0,0
"Campylobacter_showae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraeggerthella_hongkongensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB25053_SGB106016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus_faecium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB51510_SGB71883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Companilactobacillus_versmoldensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB47956_SGB71712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB4593_SGB6353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB41458_SGB58520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Emergencia_timonensis",0.12246,0,0,0,0.04008,0,0.00282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium_sulci",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_sp_ICM47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collinsella_SGB14987",0,0,0,0,0,0,0,0,0,0,0.01703,0,0,0,0,0.00535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bittarella_massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gordonibacter_pamelaeae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blautia_sp_Marseille_P3201T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solobacterium_SGB6829",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_C5_48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veillonella_seminalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19616,0,0,0,0,0,0,0,0
"GGB9469_SGB14862",0.05689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB6020_SGB14985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collinsella_SGB59878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agathobaculum_desmolans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gordonibacter_sp_An232A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB3602_SGB4574",0,0,0,0,0,0,0,0,0,0,0.32431,0,0,0,0,0,0.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13891
"Blautia_sp_An81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus_Alloruminococcus_vanvlietii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pyramidobacter_piscolens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alistipes_SGB2302",0.00546,0,0,0,0.00075,0,0.00022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_hylemonae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9480_SGB14874",0.42969,0,0.22465,0,0.39686,0,0.71431,0,0,0.20625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33627
"Lachnospiraceae_bacterium_2_1_46FAA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9739_SGB15313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB4585_SGB4995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB79118_SGB105839",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27871,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blautia_argi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Intestinimonas_timonensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB57353_SGB58537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collinsella_SGB4668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridiales_bacterium_1_7_47FAA",0.07452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292,0,0,0,0,0,0,0,0,0
"GGB74403_SGB53807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parvimonas_micra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
