EC_number 	 Annotation 	 GOterm
EC:3.1.2.18 	" short-chain fatty acyl-CoA hydrolase activity "	GO:141126
EC:3.1.2.19 	" medium-chain fatty acyl-CoA hydrolase activity "	GO:52815
EC:3.1.2.20 	" fatty acyl-CoA hydrolase activity "	GO:47617
EC:3.1.2.21 	" fatty acyl-[ACP] hydrolase activity "	GO:16297
EC:3.1.2.22 	" palmitoyl-(protein) hydrolase activity "	GO:8474
EC:3.1.2.23 	" 4-hydroxybenzoyl-CoA thioesterase activity "	GO:18739
EC:3.1.2.25 	" phenylacetyl-CoA hydrolase activity "	GO:33880
EC:3.1.2.27 	" choloyl-CoA hydrolase activity "	GO:33882
EC:3.1.2.28 	" 1,4-dihydroxy-2-naphthoyl-CoA thioesterase activity "	GO:61522
EC:3.1.2.4 	" 3-hydroxyisobutyryl-CoA hydrolase activity "	GO:3860
EC:3.1.2.5 	" hydroxymethylglutaryl-CoA hydrolase activity "	GO:47994
EC:3.1.2.6 	" hydroxyacylglutathione hydrolase activity "	GO:4416
EC:3.1.2.7 	" glutathione thiolesterase activity "	GO:47951
EC:3.1.21.- 	" endodeoxyribonuclease activity, producing 5'-phosphomonoesters "	GO:16888
EC:3.1.21.1 	" deoxyribonuclease I activity "	GO:4530
EC:3.1.21.10 	" crossover junction DNA endonuclease activity "	GO:8821
EC:3.1.21.2 	" deoxyribonuclease IV (phage-T4-induced) activity "	GO:8833
EC:3.1.21.3 	" type I site-specific deoxyribonuclease activity "	GO:9035
EC:3.1.21.4 	" type II site-specific deoxyribonuclease activity "	GO:9036
EC:3.1.21.5 	" type III site-specific deoxyribonuclease activity "	GO:15668
EC:3.1.21.6 	" CC-preferring endodeoxyribonuclease activity "	GO:33891
EC:3.1.21.7 	" deoxyribonuclease V activity "	GO:43737
EC:3.1.22.- 	" DNA endonuclease activity, producing 3'-phosphomonoesters "	GO:16889
EC:3.1.22.1 	" deoxyribonuclease II activity "	GO:4531
EC:3.1.25.- 	" site-specific endodeoxyribonuclease activity, specific for altered base "	GO:16890
EC:3.1.25.1 	" deoxyribonuclease (pyrimidine dimer) activity "	GO:33892
EC:3.1.26.10 	" ribonuclease IX activity "	GO:33896
EC:3.1.26.11 	" 3'-tRNA processing endoribonuclease activity "	GO:42781
EC:3.1.26.3 	" ribonuclease III activity "	GO:4525
EC:3.1.26.4 	" RNA-DNA hybrid ribonuclease activity "	GO:4523
EC:3.1.26.5 	" ribonuclease P activity "	GO:4526
EC:3.1.26.6 	" ribonuclease IV activity "	GO:33893
EC:3.1.26.7 	" ribonuclease P4 activity "	GO:33894
EC:3.1.26.8 	" ribonuclease M5 activity "	GO:43822
EC:3.1.26.9 	" ribonuclease [poly-(U)-specific] activity "	GO:33895
EC:3.1.27.- 	" RNA endonuclease activity, producing 3'-phosphomonoesters "	GO:16892
EC:3.1.27.7 	" ribonuclease F activity "	GO:33900
EC:3.1.27.8 	" ribonuclease V activity "	GO:33901
EC:3.1.3.- 	" phosphatase activity "	GO:16791
EC:3.1.3.1 	" alkaline phosphatase activity "	GO:4035
EC:3.1.3.10 	" glucose-1-phosphatase activity "	GO:8877
EC:3.1.3.100 	" thiamine phosphate phosphatase activity "	GO:42131
EC:3.1.3.106 	" lysophosphatidic acid phosphatase activity "	GO:52642
EC:3.1.3.11 	" fructose 1,6-bisphosphate 1-phosphatase activity "	GO:42132
EC:3.1.3.12 	" trehalose-phosphatase activity "	GO:4805
EC:3.1.3.14 	" methylphosphothioglycerate phosphatase activity "	GO:47382
EC:3.1.3.15 	" histidinol-phosphatase activity "	GO:4401
EC:3.1.3.17 	" [phosphorylase] phosphatase activity "	GO:50196
EC:3.1.3.18 	" phosphoglycolate phosphatase activity "	GO:8967
EC:3.1.3.19 	" glycerol-2-phosphatase activity "	GO:47954
EC:3.1.3.2 	" acid phosphatase activity "	GO:3993
EC:3.1.3.20 	" phosphoglycerate phosphatase activity "	GO:50192
EC:3.1.3.21 	" glycerol-1-phosphatase activity "	GO:121
EC:3.1.3.22 	" mannitol-1-phosphatase activity "	GO:50084
EC:3.1.3.23 	" sugar-phosphatase activity "	GO:50308
EC:3.1.3.24 	" sucrose-phosphate phosphatase activity "	GO:50307
EC:3.1.3.26 	" 4-phytase activity "	GO:8707
EC:3.1.3.27 	" phosphatidylglycerophosphatase activity "	GO:8962
EC:3.1.3.28 	" ADP-phosphoglycerate phosphatase activity "	GO:47630
EC:3.1.3.29 	" N-acylneuraminate-9-phosphatase activity "	GO:50124
EC:3.1.3.3 	" L-phosphoserine phosphatase activity "	GO:36424
EC:3.1.3.32 	" polynucleotide 3'-phosphatase activity "	GO:46403
EC:3.1.3.33 	" polynucleotide 5'-phosphatase activity "	GO:4651
EC:3.1.3.34 	" deoxynucleotide 3'-phosphatase activity "	GO:47846
EC:3.1.3.35 	" thymidylate 5'-phosphatase activity "	GO:50340
EC:3.1.3.36 	" phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity "	GO:4439
EC:3.1.3.37 	" sedoheptulose-bisphosphatase activity "	GO:50278
EC:3.1.3.38 	" 3-phosphoglycerate phosphatase activity "	GO:47572
EC:3.1.3.39 	" streptomycin-6-phosphatase activity "	GO:50301
EC:3.1.3.4 	" phosphatidate phosphatase activity "	GO:8195
EC:3.1.3.40 	" guanidinodeoxy-scyllo-inositol-4-phosphatase activity "	GO:47383
EC:3.1.3.42 	" [glycogen-synthase-D] phosphatase activity "	GO:50407
EC:3.1.3.44 	" [acetyl-CoA carboxylase]-phosphatase activity "	GO:50406
EC:3.1.3.45 	" 3-deoxy-manno-octulosonate-8-phosphatase activity "	GO:19143
EC:3.1.3.46 	" fructose-2,6-bisphosphate 2-phosphatase activity "	GO:4331
EC:3.1.3.47 	" [hydroxymethylglutaryl-CoA reductase (NADPH)]-phosphatase activity "	GO:47384
EC:3.1.3.48 	" protein tyrosine phosphatase activity "	GO:4725
EC:3.1.3.49 	" [pyruvate kinase]-phosphatase activity "	GO:50408
EC:3.1.3.50 	" sorbitol-6-phosphatase activity "	GO:50286
EC:3.1.3.51 	" dolichyl-phosphatase activity "	GO:47873
EC:3.1.3.52 	" [3-methyl-2-oxobutanoate dehydrogenase (lipoamide)]-phosphatase activity "	GO:47385
EC:3.1.3.53 	" myosin-light-chain-phosphatase activity "	GO:50115
EC:3.1.3.54 	" fructose-2,6-bisphosphate 6-phosphatase activity "	GO:47386
EC:3.1.3.55 	" caldesmon-phosphatase activity "	GO:47765
EC:3.1.3.57 	" inositol-1,4-bisphosphate 1-phosphatase activity "	GO:4441
EC:3.1.3.58 	" sugar-terminal-phosphatase activity "	GO:50309
EC:3.1.3.59 	" alkylacetylglycerophosphatase activity "	GO:47647
EC:3.1.3.6 	" 3'-nucleotidase activity "	GO:8254
EC:3.1.3.60 	" phosphoenolpyruvate phosphatase activity "	GO:50189
EC:3.1.3.63 	" 2-carboxy-D-arabinitol-1-phosphatase activity "	GO:47538
EC:3.1.3.64 	" phosphatidylinositol-3-phosphate phosphatase activity "	GO:4438
EC:3.1.3.66 	" phosphatidylinositol-3,4-bisphosphate 4-phosphatase activity "	GO:16316
EC:3.1.3.67 	" phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity "	GO:16314
EC:3.1.3.68 	" 2-deoxyglucose-6-phosphatase activity "	GO:3850
EC:3.1.3.69 	" glucosylglycerol 3-phosphatase activity "	GO:50530
EC:3.1.3.7 	" 3'(2'),5'-bisphosphate nucleotidase activity "	GO:8441
EC:3.1.3.70 	" mannosyl-3-phosphoglycerate phosphatase activity "	GO:50531
EC:3.1.3.71 	" 2-phosphosulfolactate phosphatase activity "	GO:50532
EC:3.1.3.72 	" 5-phytase activity "	GO:50533
EC:3.1.3.73 	" alpha-ribazole phosphatase activity "	GO:43755
EC:3.1.3.74 	" pyridoxal phosphatase activity "	GO:33883
EC:3.1.3.76 	" 10-hydroxy-9-(phosphonooxy)octadecanoate phosphatase activity "	GO:33885
EC:3.1.3.77 	" acireductone synthase activity "	GO:43874
EC:3.1.3.78 	" phosphatidylinositol-4,5-bisphosphate 4-phosphatase activity "	GO:34597
EC:3.1.3.8 	" 3-phytase activity "	GO:16158
EC:3.1.3.80 	" bisphosphoglycerate 3-phosphatase activity "	GO:34417
EC:3.1.3.86 	" phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity "	GO:34485
EC:3.1.3.9 	" glucose-6-phosphatase activity "	GO:4346
EC:3.1.3.95 	" phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity "	GO:52629
EC:3.1.3.96 	" pseudouridine 5'-phosphatase activity "	GO:1990738
EC:3.1.3.97 	" 3',5'-nucleotide bisphosphate phosphatase activity "	GO:97657
EC:3.1.30.- 	" endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters "	GO:16893
EC:3.1.31.1 	" endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters "	GO:16894
EC:3.1.4.- 	" phosphoric diester hydrolase activity "	GO:8081
EC:3.1.4.1 	" phosphodiesterase I activity "	GO:4528
EC:3.1.4.11 	" phosphatidylinositol phospholipase C activity "	GO:4435
EC:3.1.4.12 	" sphingomyelin phosphodiesterase activity "	GO:4767
EC:3.1.4.13 	" serine-ethanolaminephosphate phosphodiesterase activity "	GO:47387
EC:3.1.4.14 	" [acyl-carrier-protein] phosphodiesterase activity "	GO:8770
EC:3.1.4.16 	" 2',3'-cyclic-nucleotide 2'-phosphodiesterase activity "	GO:8663
EC:3.1.4.17 	" 3',5'-cyclic-nucleotide phosphodiesterase activity "	GO:4114
EC:3.1.4.2 	" glycerophosphocholine phosphodiesterase activity "	GO:47389
EC:3.1.4.3 	" phosphatidylcholine phospholipase C activity "	GO:34480
EC:3.1.4.35 	" 3',5'-cyclic-GMP phosphodiesterase activity "	GO:47555
EC:3.1.4.37 	" 2',3'-cyclic-nucleotide 3'-phosphodiesterase activity "	GO:4113
EC:3.1.4.38 	" glycerophosphocholine cholinephosphodiesterase activity "	GO:47390
EC:3.1.4.39 	" alkylglycerophosphoethanolamine phosphodiesterase activity "	GO:47391
EC:3.1.4.4 	" phospholipase D activity "	GO:4630
EC:3.1.4.40 	" CMP-N-acylneuraminate phosphodiesterase activity "	GO:47392
EC:3.1.4.41 	" sphingomyelin phosphodiesterase D activity "	GO:50290
EC:3.1.4.42 	" glycerol-1,2-cyclic-phosphate 2-phosphodiesterase activity "	GO:47393
EC:3.1.4.43 	" glycerophosphoinositol inositolphosphodiesterase activity "	GO:47394
EC:3.1.4.44 	" glycerophosphoinositol glycerophosphodiesterase activity "	GO:47395
EC:3.1.4.45 	" N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase activity "	GO:3944
EC:3.1.4.46 	" glycerophosphodiester phosphodiesterase activity "	GO:8889
EC:3.1.4.48 	" dolichylphosphate-glucose phosphodiesterase activity "	GO:47397
EC:3.1.4.49 	" dolichylphosphate-mannose phosphodiesterase activity "	GO:47398
EC:3.1.4.50 	" glycosylphosphatidylinositol phospholipase D activity "	GO:4621
EC:3.1.4.51 	" glucose-1-phospho-D-mannosylglycoprotein phosphodiesterase activity "	GO:47399
EC:3.1.4.52 	" cyclic-guanylate-specific phosphodiesterase activity "	GO:71111
EC:3.1.4.53 	" 3',5'-cyclic-AMP phosphodiesterase activity "	GO:4115
EC:3.1.4.54 	" N-acylphosphatidylethanolamine-specific phospholipase D activity "	GO:70290
EC:3.1.4.55 	" 5-phospho-alpha-D-ribosyl 1,2-cyclic phosphate phosphodiesterase activity "	GO:103043
EC:3.1.4.58 	" RNA 2',3'-cyclic 3'-phosphodiesterase activity "	GO:8664
EC:3.1.4.59 	" cyclic-di-AMP phosphodiesterase activity "	GO:106409
EC:3.1.5.- 	" triphosphoric monoester hydrolase activity "	GO:16793
EC:3.1.5.1 	" dGTPase activity "	GO:8832
EC:3.1.6.- 	" sulfuric ester hydrolase activity "	GO:8484
EC:3.1.6.1 	" arylsulfatase activity "	GO:4065
EC:3.1.6.10 	" chondro-6-sulfatase activity "	GO:33888
EC:3.1.6.11 	" disulfoglucosamine-6-sulfatase activity "	GO:47871
EC:3.1.6.12 	" N-acetylgalactosamine-4-sulfatase activity "	GO:3943
EC:3.1.6.13 	" iduronate-2-sulfatase activity "	GO:4423
EC:3.1.6.14 	" N-acetylglucosamine-6-sulfatase activity "	GO:8449
EC:3.1.6.15 	" N-sulfoglucosamine-3-sulfatase activity "	GO:33889
EC:3.1.6.16 	" monomethyl-sulfatase activity "	GO:50106
EC:3.1.6.17 	" D-lactate-2-sulfatase activity "	GO:47825
EC:3.1.6.18 	" glucuronate-2-sulfatase activity "	GO:15024
EC:3.1.6.2 	" steryl-sulfatase activity "	GO:4773
EC:3.1.6.21 	" linear primary-alkylsulfatase activity "	GO:18741
EC:3.1.6.3 	" glycosulfatase activity "	GO:47966
EC:3.1.6.4 	" N-acetylgalactosamine-6-sulfatase activity "	GO:43890
EC:3.1.6.6 	" choline-sulfatase activity "	GO:47753
EC:3.1.6.7 	" cellulose-polysulfatase activity "	GO:33886
EC:3.1.6.8 	" cerebroside-sulfatase activity "	GO:4098
EC:3.1.6.9 	" chondro-4-sulfatase activity "	GO:33887
EC:3.1.7.- 	" diphosphoric monoester hydrolase activity "	GO:16794
EC:3.1.7.1 	" prenyl-diphosphatase activity "	GO:50210
EC:3.1.7.10 	" (13E)-labda-7,13-dien-15-ol synthase activity "	GO:102305
EC:3.1.7.2 	" guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity "	GO:8893
EC:3.1.7.3 	" monoterpenyl-diphosphatase activity "	GO:50108
EC:3.1.8.- 	" phosphoric triester hydrolase activity "	GO:16795
EC:3.1.8.1 	" aryldialkylphosphatase activity "	GO:4063
EC:3.1.8.2 	" diisopropyl-fluorophosphatase activity "	GO:47862
EC:3.10.-.- 	" hydrolase activity, acting on acid sulfur-nitrogen bonds "	GO:16826
EC:3.10.1.1 	" N-sulfoglucosamine sulfohydrolase activity "	GO:16250
EC:3.10.1.2 	" cyclamate sulfohydrolase activity "	GO:18789
EC:3.11.-.- 	" hydrolase activity, acting on acid carbon-phosphorus bonds "	GO:16827
EC:3.11.1.1 	" phosphonoacetaldehyde hydrolase activity "	GO:50194
EC:3.11.1.2 	" phosphonoacetate hydrolase activity "	GO:47400
EC:3.11.1.3 	" phosphonopyruvate hydrolase activity "	GO:33978
EC:3.12.-.- 	" hydrolase activity, acting on acid sulfur-sulfur bonds "	GO:16828
EC:3.12.1.1 	" trithionate hydrolase activity "	GO:47401
EC:3.13.-.- 	" hydrolase activity, acting on carbon-sulfur bonds "	GO:46508
EC:3.13.1.- 	" benzothiazole-2-sulfonate hydrolase activity "	GO:34861
EC:3.13.1.1 	" UDPsulfoquinovose synthase activity "	GO:46507
EC:3.13.1.3 	" 2'-hydroxybiphenyl-2-sulfinate desulfinase activity "	GO:18740
EC:3.13.2.1 	" adenosylhomocysteinase activity "	GO:4013
EC:3.2.-.- 	" hydrolase activity, acting on glycosyl bonds "	GO:16798
EC:3.2.1.- 	" hydrolase activity, hydrolyzing O-glycosyl compounds "	GO:4553
EC:3.2.1.1 	" alpha-amylase activity "	GO:4556
EC:3.2.1.10 	" oligo-1,6-glucosidase activity "	GO:4574
EC:3.2.1.100 	" mannan 1,4-mannobiosidase activity "	GO:33928
EC:3.2.1.101 	" mannan endo-1,6-alpha-mannosidase activity "	GO:8496
EC:3.2.1.102 	" blood-group-substance endo-1,4-beta-galactosidase activity "	GO:33929
EC:3.2.1.103 	" keratan-sulfate endo-1,4-beta-galactosidase activity "	GO:33930
EC:3.2.1.104 	" steryl-beta-glucosidase activity "	GO:50295
EC:3.2.1.105 	" strictosidine beta-glucosidase activity "	GO:50422
EC:3.2.1.106 	" Glc3Man9GlcNAc2 oligosaccharide glucosidase activity "	GO:4573
EC:3.2.1.107 	" protein-glucosylgalactosylhydroxylysine glucosidase activity "	GO:47402
EC:3.2.1.108 	" lactase activity "	GO:16
EC:3.2.1.109 	" endogalactosaminidase activity "	GO:33931
EC:3.2.1.11 	" dextranase activity "	GO:33904
EC:3.2.1.111 	" 1,3-alpha-L-fucosidase activity "	GO:33932
EC:3.2.1.112 	" 2-deoxyglucosidase activity "	GO:47539
EC:3.2.1.113 	" mannosyl-oligosaccharide 1,2-alpha-mannosidase activity "	GO:4571
EC:3.2.1.114 	" mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase activity "	GO:4572
EC:3.2.1.115 	" branched-dextran exo-1,2-alpha-glucosidase activity "	GO:33933
EC:3.2.1.116 	" glucan 1,4-alpha-maltotriohydrolase activity "	GO:33934
EC:3.2.1.117 	" amygdalin beta-glucosidase activity "	GO:47668
EC:3.2.1.118 	" prunasin beta-glucosidase activity "	GO:50224
EC:3.2.1.119 	" vicianin beta-glucosidase activity "	GO:50392
EC:3.2.1.120 	" oligoxyloglucan beta-glycosidase activity "	GO:33935
EC:3.2.1.121 	" polymannuronate hydrolase activity "	GO:33936
EC:3.2.1.122 	" maltose-6'-phosphate glucosidase activity "	GO:50081
EC:3.2.1.123 	" endoglycosylceramidase activity "	GO:47876
EC:3.2.1.124 	" 3-deoxy-2-octulosonidase activity "	GO:33937
EC:3.2.1.125 	" raucaffricine beta-glucosidase activity "	GO:50247
EC:3.2.1.126 	" coniferin beta-glucosidase activity "	GO:47782
EC:3.2.1.127 	" 1,6-alpha-L-fucosidase activity "	GO:33938
EC:3.2.1.128 	" glycyrrhizinate beta-glucuronidase activity "	GO:47967
EC:3.2.1.129 	" endo-alpha-(2,8)-sialidase activity "	GO:16996
EC:3.2.1.130 	" glycoprotein endo-alpha-1,2-mannosidase activity "	GO:4569
EC:3.2.1.131 	" xylan alpha-1,2-glucuronosidase activity "	GO:33939
EC:3.2.1.132 	" chitosanase activity "	GO:16977
EC:3.2.1.133 	" glucan 1,4-alpha-maltohydrolase activity "	GO:43897
EC:3.2.1.135 	" neopullulanase activity "	GO:31216
EC:3.2.1.136 	" glucuronoarabinoxylan endo-1,4-beta-xylanase activity "	GO:33940
EC:3.2.1.137 	" mannan exo-1,2-1,6-alpha-mannosidase activity "	GO:33941
EC:3.2.1.139 	" alpha-glucuronidase activity "	GO:46559
EC:3.2.1.14 	" chitinase activity "	GO:4568
EC:3.2.1.140 	" lacto-N-biosidase activity "	GO:47403
EC:3.2.1.141 	" 4-alpha-D-(1-"	GO:4)-alpha-D-glucanotrehalose trehalohydrolase activity 
EC:3.2.1.142 	" limit dextrinase activity "	GO:10303
EC:3.2.1.143 	" poly(ADP-ribose) glycohydrolase activity "	GO:4649
EC:3.2.1.144 	" 3-deoxyoctulosonase activity "	GO:50534
EC:3.2.1.145 	" galactan 1,3-beta-galactosidase activity "	GO:33943
EC:3.2.1.146 	" beta-galactofuranosidase activity "	GO:33944
EC:3.2.1.15 	" polygalacturonase activity "	GO:4650
EC:3.2.1.150 	" oligoxyloglucan reducing-end-specific cellobiohydrolase activity "	GO:33945
EC:3.2.1.151 	" xyloglucan-specific endo-beta-1,4-glucanase activity "	GO:33946
EC:3.2.1.152 	" mannosylglycoprotein endo-beta-mannosidase activity "	GO:33947
EC:3.2.1.153 	" fructan beta-(2,1)-fructosidase activity "	GO:33948
EC:3.2.1.154 	" fructan beta-(2,6)-fructosidase activity "	GO:33949
EC:3.2.1.155 	" xyloglucan-specific exo-beta-1,4-glucanase activity "	GO:33950
EC:3.2.1.156 	" oligosaccharide reducing-end xylanase activity "	GO:33951
EC:3.2.1.157 	" iota-carrageenase activity "	GO:33952
EC:3.2.1.158 	" alpha-agarase activity "	GO:33953
EC:3.2.1.161 	" beta-apiosyl-beta-glucosidase activity "	GO:33956
EC:3.2.1.165 	" exo-1,4-beta-D-glucosaminidase activity "	GO:52761
EC:3.2.1.167 	" baicalin beta-D-glucuronidase activity "	GO:52748
EC:3.2.1.169 	" [protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine/L-threonine O-N-acetyl-alpha-D-glucosaminase activity "	GO:102571
EC:3.2.1.17 	" lysozyme activity "	GO:3796
EC:3.2.1.172 	" unsaturated rhamnogalacturonyl hydrolase activity "	GO:102211
EC:3.2.1.175 	" abscisic acid glucose ester beta-glucosidase activity "	GO:51993
EC:3.2.1.176 	" cellulose 1,4-beta-cellobiosidase activity (reducing end) "	GO:102252
EC:3.2.1.177 	" alpha-D-xyloside xylohydrolase "	GO:61634
EC:3.2.1.180 	" unsaturated chondroitin disaccharide hydrolase activity "	GO:102212
EC:3.2.1.182 	" DIMBOA glucoside beta-D-glucosidase activity "	GO:102726
EC:3.2.1.184 	" UDP-N,N'-diacetylbacillosamine 2-epimerase activity "	GO:102388
EC:3.2.1.185 	" beta-L-arabinofuranosidase activity "	GO:102478
EC:3.2.1.211 	" fucoidanase activity "	GO:33909
EC:3.2.1.22 	" alpha-galactosidase activity "	GO:4557
EC:3.2.1.23 	" beta-galactosidase activity "	GO:4565
EC:3.2.1.24 	" alpha-mannosidase activity "	GO:4559
EC:3.2.1.25 	" beta-mannosidase activity "	GO:4567
EC:3.2.1.26 	" beta-fructofuranosidase activity "	GO:4564
EC:3.2.1.28 	" alpha,alpha-trehalase activity "	GO:4555
EC:3.2.1.3 	" glucan 1,4-alpha-glucosidase activity "	GO:4339
EC:3.2.1.31 	" beta-glucuronidase activity "	GO:4566
EC:3.2.1.32 	" xylan endo-1,3-beta-xylosidase activity "	GO:33905
EC:3.2.1.33 	" amylo-alpha-1,6-glucosidase activity "	GO:4135
EC:3.2.1.35 	" hyalurononglucosaminidase activity "	GO:4415
EC:3.2.1.36 	" hyaluronoglucuronidase activity "	GO:33906
EC:3.2.1.37 	" xylan 1,4-beta-xylosidase activity "	GO:9044
EC:3.2.1.38 	" beta-D-fucosidase activity "	GO:33907
EC:3.2.1.39 	" glucan endo-1,3-beta-D-glucosidase activity "	GO:42973
EC:3.2.1.4 	" cellulase activity "	GO:8810
EC:3.2.1.40 	" alpha-L-rhamnosidase activity "	GO:30596
EC:3.2.1.41 	" pullulanase activity "	GO:51060
EC:3.2.1.42 	" GDP-glucosidase activity "	GO:47917
EC:3.2.1.43 	" beta-L-rhamnosidase activity "	GO:33908
EC:3.2.1.45 	" glucosylceramidase activity "	GO:4348
EC:3.2.1.46 	" galactosylceramidase activity "	GO:4336
EC:3.2.1.48 	" sucrose alpha-glucosidase activity "	GO:4575
EC:3.2.1.49 	" alpha-N-acetylgalactosaminidase activity "	GO:8456
EC:3.2.1.50 	" alpha-N-acetylglucosaminidase activity "	GO:4561
EC:3.2.1.51 	" alpha-L-fucosidase activity "	GO:4560
EC:3.2.1.53 	" beta-N-acetylgalactosaminidase activity "	GO:32428
EC:3.2.1.54 	" cyclomaltodextrinase activity "	GO:47798
EC:3.2.1.55 	" alpha-L-arabinofuranosidase activity "	GO:46556
EC:3.2.1.56 	" glucuronosyl-disulfoglucosamine glucuronidase activity "	GO:47404
EC:3.2.1.57 	" isopullulanase activity "	GO:51675
EC:3.2.1.58 	" glucan exo-1,3-beta-glucosidase activity "	GO:4338
EC:3.2.1.59 	" glucan endo-1,3-alpha-glucosidase activity "	GO:51118
EC:3.2.1.60 	" glucan 1,4-alpha-maltotetraohydrolase activity "	GO:33910
EC:3.2.1.61 	" mycodextranase activity "	GO:33911
EC:3.2.1.62 	" glycosylceramidase activity "	GO:17042
EC:3.2.1.63 	" 1,2-alpha-L-fucosidase activity "	GO:47513
EC:3.2.1.64 	" 2,6-beta-fructan 6-levanbiohydrolase activity "	GO:33912
EC:3.2.1.65 	" levanase activity "	GO:31219
EC:3.2.1.67 	" galacturan 1,4-alpha-galacturonidase activity "	GO:47911
EC:3.2.1.68 	" isoamylase activity "	GO:19156
EC:3.2.1.7 	" inulinase activity "	GO:51670
EC:3.2.1.70 	" glucan 1,6-alpha-glucosidase activity "	GO:43896
EC:3.2.1.71 	" glucan endo-1,2-beta-glucosidase activity "	GO:33913
EC:3.2.1.72 	" xylan 1,3-beta-xylosidase activity "	GO:33914
EC:3.2.1.73 	" licheninase activity "	GO:42972
EC:3.2.1.74 	" glucan 1,4-beta-glucosidase activity "	GO:31217
EC:3.2.1.75 	" glucan endo-1,6-beta-glucosidase activity "	GO:46557
EC:3.2.1.76 	" L-iduronidase activity "	GO:3940
EC:3.2.1.77 	" mannan 1,2-(1,3)-alpha-mannosidase activity "	GO:33915
EC:3.2.1.78 	" mannan endo-1,4-beta-mannosidase activity "	GO:16985
