"x"
"1" "UNINTEGRATED|g__Absiella.s__Absiella_dolichum"
"14241" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Roseburia.s__Roseburia_sp_CAG_471"
"14242" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Rubneribacter.s__Rubneribacter_badeniensis"
"14243" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Ruminococcaceae_unclassified.s__Clostridium_leptum"
"14244" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum"
"14245" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Ruminococcaceae_unclassified.s__Ruminococcaceae_bacterium_D16"
"14246" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Ruminococcus.s__Ruminococcus_bicirculans"
"14247" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Ruminococcus.s__Ruminococcus_bromii"
"14248" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Ruminococcus.s__Ruminococcus_callidus"
"14249" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Ruminococcus.s__Ruminococcus_champanellensis"
"14250" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Ruminococcus.s__Ruminococcus_lactaris"
"14251" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Ruminococcus.s__Ruminococcus_sp_AF31_8BH"
"14252" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Ruminococcus.s__Ruminococcus_sp_CAG_177"
"14253" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Ruminococcus.s__Ruminococcus_sp_CAG_254"
"14254" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Ruminococcus.s__Ruminococcus_sp_CAG_353"
"14255" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Ruminococcus.s__Ruminococcus_sp_CAG_382"
"14256" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Ruminococcus.s__Ruminococcus_sp_CAG_403"
"14257" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Ruminococcus.s__Ruminococcus_sp_CAG_579"
"14258" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Ruminococcus.s__Ruminococcus_sp_CAG_624"
"14259" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans"
"14260" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Sellimonas.s__Sellimonas_intestinalis"
"14261" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Senegalimassilia.s__Senegalimassilia_anaerobia"
"14262" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Staphylococcus.s__Staphylococcus_epidermidis"
"14263" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Streptococcus.s__Streptococcus_anginosus_group"
"14264" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Streptococcus.s__Streptococcus_australis"
"14265" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Streptococcus.s__Streptococcus_equinus"
"14266" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Streptococcus.s__Streptococcus_gordonii"
"14267" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Streptococcus.s__Streptococcus_infantarius"
"14268" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Streptococcus.s__Streptococcus_lutetiensis"
"14269" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Streptococcus.s__Streptococcus_macedonicus"
"14270" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Streptococcus.s__Streptococcus_mitis"
"14271" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Streptococcus.s__Streptococcus_mutans"
"14272" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Streptococcus.s__Streptococcus_oralis"
"14273" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Streptococcus.s__Streptococcus_parasanguinis"
"14274" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Streptococcus.s__Streptococcus_pasteurianus"
"14275" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Streptococcus.s__Streptococcus_pneumoniae"
"14276" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Streptococcus.s__Streptococcus_salivarius"
"14277" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Streptococcus.s__Streptococcus_thermophilus"
"14278" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Streptococcus.s__Streptococcus_vestibularis"
"14279" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Streptococcus.s__Streptococcus_viridans"
"14280" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Subdoligranulum.s__Subdoligranulum_sp_APC924_74"
"14281" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Succinatimonas.s__Succinatimonas_sp_CAG_777"
"14282" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Sutterella.s__Sutterella_sp_CAG_351"
"14283" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Sutterella.s__Sutterella_sp_CAG_397"
"14284" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Sutterella.s__Sutterella_wadsworthensis"
"14285" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Turicibacter.s__Turicibacter_sanguinis"
"14286" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Turicimonas.s__Turicimonas_muris"
"14287" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Tyzzerella.s__Tyzzerella_nexilis"
"14288" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Veillonella.s__Veillonella_atypica"
"14289" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Veillonella.s__Veillonella_dispar"
"14290" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Veillonella.s__Veillonella_infantium"
"14291" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Veillonella.s__Veillonella_parvula"
"14292" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Veillonella.s__Veillonella_rogosae"
"14293" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Veillonella.s__Veillonella_seminalis"
"14294" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Veillonella.s__Veillonella_tobetsuensis"
"14295" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Victivallales_unclassified.s__Victivallales_bacterium_CCUG_44730"
"14296" "PWY-6163: chorismate biosynthesis from 3-dehydroquinate|unclassified"
"14297" "PWY-6165: chorismate biosynthesis II (archaea)|g__Methanobrevibacter.s__Methanobrevibacter_smithii"
"14298" "PWY-6165: chorismate biosynthesis II (archaea)|unclassified"
"14299" "PWY-6168: flavin biosynthesis III (fungi)|g__Bacteroides.s__Bacteroides_coprocola"
"14300" "PWY-6168: flavin biosynthesis III (fungi)|g__Bacteroides.s__Bacteroides_coprophilus"
"14301" "PWY-6168: flavin biosynthesis III (fungi)|g__Bacteroides.s__Bacteroides_sp_CAG_443"
"14302" "PWY-6168: flavin biosynthesis III (fungi)|g__Citrobacter.s__Citrobacter_amalonaticus"
"14303" "PWY-6168: flavin biosynthesis III (fungi)|g__Citrobacter.s__Citrobacter_freundii"
"14304" "PWY-6168: flavin biosynthesis III (fungi)|g__Citrobacter.s__Citrobacter_youngae"
"14305" "PWY-6168: flavin biosynthesis III (fungi)|g__Enterobacter.s__Enterobacter_cloacae"
"14306" "PWY-6168: flavin biosynthesis III (fungi)|g__Escherichia.s__Escherichia_coli"
"14307" "PWY-6168: flavin biosynthesis III (fungi)|g__Escherichia.s__Escherichia_marmotae"
"14308" "PWY-6168: flavin biosynthesis III (fungi)|g__Klebsiella.s__Klebsiella_aerogenes"
"14309" "PWY-6168: flavin biosynthesis III (fungi)|g__Klebsiella.s__Klebsiella_grimontii"
"14310" "PWY-6168: flavin biosynthesis III (fungi)|g__Klebsiella.s__Klebsiella_michiganensis"
"14311" "PWY-6168: flavin biosynthesis III (fungi)|g__Klebsiella.s__Klebsiella_oxytoca"
"14312" "PWY-6168: flavin biosynthesis III (fungi)|g__Klebsiella.s__Klebsiella_pneumoniae"
"14313" "PWY-6168: flavin biosynthesis III (fungi)|g__Klebsiella.s__Klebsiella_quasipneumoniae"
"14314" "PWY-6168: flavin biosynthesis III (fungi)|g__Kluyvera.s__Kluyvera_ascorbata"
"14315" "PWY-6168: flavin biosynthesis III (fungi)|g__Morganella.s__Morganella_morganii"
"14316" "PWY-6168: flavin biosynthesis III (fungi)|g__Proteus.s__Proteus_mirabilis"
"14317" "PWY-6168: flavin biosynthesis III (fungi)|g__Proteus.s__Proteus_penneri"
"14318" "PWY-6168: flavin biosynthesis III (fungi)|unclassified"
"14319" "PWY-6182: superpathway of salicylate degradation|g__Escherichia.s__Escherichia_coli"
"14320" "PWY-6182: superpathway of salicylate degradation|g__Klebsiella.s__Klebsiella_aerogenes"
"14321" "PWY-6182: superpathway of salicylate degradation|g__Klebsiella.s__Klebsiella_oxytoca"
"14322" "PWY-6182: superpathway of salicylate degradation|g__Klebsiella.s__Klebsiella_pneumoniae"
"14323" "PWY-6182: superpathway of salicylate degradation|g__Klebsiella.s__Klebsiella_variicola"
"14324" "PWY-6182: superpathway of salicylate degradation|unclassified"
"14325" "PWY-6185: 4-methylcatechol degradation (ortho cleavage)|g__Escherichia.s__Escherichia_coli"
"14326" "PWY-6185: 4-methylcatechol degradation (ortho cleavage)|g__Klebsiella.s__Klebsiella_aerogenes"
"14327" "PWY-6185: 4-methylcatechol degradation (ortho cleavage)|g__Klebsiella.s__Klebsiella_oxytoca"
"14328" "PWY-6185: 4-methylcatechol degradation (ortho cleavage)|g__Klebsiella.s__Klebsiella_pneumoniae"
"14329" "PWY-6185: 4-methylcatechol degradation (ortho cleavage)|g__Klebsiella.s__Klebsiella_quasipneumoniae"
"14330" "PWY-6185: 4-methylcatechol degradation (ortho cleavage)|g__Klebsiella.s__Klebsiella_variicola"
"14331" "PWY-6185: 4-methylcatechol degradation (ortho cleavage)|g__Kluyvera.s__Kluyvera_ascorbata"
"14332" "PWY-6185: 4-methylcatechol degradation (ortho cleavage)|unclassified"
"14333" "PWY-6215: 4-chlorobenzoate degradation|g__Escherichia.s__Escherichia_coli"
"14334" "PWY-6215: 4-chlorobenzoate degradation|unclassified"
"14335" "PWY-621: sucrose degradation III (sucrose invertase)|g__Bacteroides.s__Bacteroides_fragilis"
"14336" "PWY-621: sucrose degradation III (sucrose invertase)|g__Bacteroides.s__Bacteroides_ovatus"
"14337" "PWY-621: sucrose degradation III (sucrose invertase)|g__Bacteroides.s__Bacteroides_stercoris"
"14338" "PWY-621: sucrose degradation III (sucrose invertase)|g__Bacteroides.s__Bacteroides_thetaiotaomicron"
"14339" "PWY-621: sucrose degradation III (sucrose invertase)|g__Bacteroides.s__Bacteroides_uniformis"
"14340" "PWY-621: sucrose degradation III (sucrose invertase)|g__Bacteroides.s__Bacteroides_vulgatus"
"14341" "PWY-621: sucrose degradation III (sucrose invertase)|g__Bacteroides.s__Bacteroides_xylanisolvens"
"14342" "PWY-621: sucrose degradation III (sucrose invertase)|g__Candidatus_Stoquefichus.s__Candidatus_Stoquefichus_sp_KLE1796"
"14343" "PWY-621: sucrose degradation III (sucrose invertase)|g__Catenibacterium.s__Catenibacterium_mitsuokai"
"14344" "PWY-621: sucrose degradation III (sucrose invertase)|g__Citrobacter.s__Citrobacter_freundii"
"14345" "PWY-621: sucrose degradation III (sucrose invertase)|g__Citrobacter.s__Citrobacter_youngae"
"14346" "PWY-621: sucrose degradation III (sucrose invertase)|g__Clostridioides.s__Clostridioides_difficile"
"14347" "PWY-621: sucrose degradation III (sucrose invertase)|g__Clostridium.s__Clostridium_neonatale"
"14348" "PWY-621: sucrose degradation III (sucrose invertase)|g__Coprobacillus.s__Coprobacillus_cateniformis"
"14349" "PWY-621: sucrose degradation III (sucrose invertase)|g__Dorea.s__Dorea_longicatena"
"14350" "PWY-621: sucrose degradation III (sucrose invertase)|g__Enterobacter.s__Enterobacter_cloacae"
"14351" "PWY-621: sucrose degradation III (sucrose invertase)|g__Enterococcus.s__Enterococcus_avium"
"14352" "PWY-621: sucrose degradation III (sucrose invertase)|g__Enterococcus.s__Enterococcus_durans"
"14353" "PWY-621: sucrose degradation III (sucrose invertase)|g__Enterococcus.s__Enterococcus_faecium"
"14354" "PWY-621: sucrose degradation III (sucrose invertase)|g__Enterococcus.s__Enterococcus_raffinosus"
"14355" "PWY-621: sucrose degradation III (sucrose invertase)|g__Erysipelatoclostridium.s__Erysipelatoclostridium_ramosum"
"14356" "PWY-621: sucrose degradation III (sucrose invertase)|g__Escherichia.s__Escherichia_coli"
"14357" "PWY-621: sucrose degradation III (sucrose invertase)|g__Klebsiella.s__Klebsiella_aerogenes"
"14358" "PWY-621: sucrose degradation III (sucrose invertase)|g__Klebsiella.s__Klebsiella_grimontii"
"14359" "PWY-621: sucrose degradation III (sucrose invertase)|g__Klebsiella.s__Klebsiella_michiganensis"
"14360" "PWY-621: sucrose degradation III (sucrose invertase)|g__Klebsiella.s__Klebsiella_oxytoca"
"14361" "PWY-621: sucrose degradation III (sucrose invertase)|g__Klebsiella.s__Klebsiella_pneumoniae"
"14362" "PWY-621: sucrose degradation III (sucrose invertase)|g__Klebsiella.s__Klebsiella_quasipneumoniae"
"14363" "PWY-621: sucrose degradation III (sucrose invertase)|g__Klebsiella.s__Klebsiella_variicola"
"14364" "PWY-621: sucrose degradation III (sucrose invertase)|g__Kluyvera.s__Kluyvera_ascorbata"
"14365" "PWY-621: sucrose degradation III (sucrose invertase)|g__Kluyvera.s__Kluyvera_cryocrescens"
"14366" "PWY-621: sucrose degradation III (sucrose invertase)|g__Lachnoclostridium.s__Clostridium_clostridioforme"
"14367" "PWY-621: sucrose degradation III (sucrose invertase)|g__Lactobacillus.s__Lactobacillus_salivarius"
"14368" "PWY-621: sucrose degradation III (sucrose invertase)|g__Massiliomicrobiota.s__Massiliomicrobiota_timonensis"
"14369" "PWY-621: sucrose degradation III (sucrose invertase)|g__Morganella.s__Morganella_morganii"
"14370" "PWY-621: sucrose degradation III (sucrose invertase)|g__Proteus.s__Proteus_penneri"
"14371" "PWY-621: sucrose degradation III (sucrose invertase)|g__Raoultella.s__Raoultella_planticola"
"14372" "PWY-621: sucrose degradation III (sucrose invertase)|g__Roseburia.s__Roseburia_hominis"
"14373" "PWY-621: sucrose degradation III (sucrose invertase)|g__Streptococcus.s__Streptococcus_australis"
"14374" "PWY-621: sucrose degradation III (sucrose invertase)|g__Streptococcus.s__Streptococcus_parasanguinis"
"14375" "PWY-621: sucrose degradation III (sucrose invertase)|g__Streptococcus.s__Streptococcus_pneumoniae"
"14376" "PWY-621: sucrose degradation III (sucrose invertase)|g__Streptococcus.s__Streptococcus_sp_A12"
"14377" "PWY-621: sucrose degradation III (sucrose invertase)|unclassified"
"14378" "PWY-622: starch biosynthesis|g__Fusobacterium.s__Fusobacterium_nucleatum"
"14379" "PWY-622: starch biosynthesis|g__Klebsiella.s__Klebsiella_oxytoca"
"14380" "PWY-622: starch biosynthesis|unclassified"
"14381" "PWY-6269: superpathway of adenosylcobalamin salvage from cobinamide II|g__Citrobacter.s__Citrobacter_amalonaticus"
"14382" "PWY-6269: superpathway of adenosylcobalamin salvage from cobinamide II|g__Citrobacter.s__Citrobacter_freundii"
"14383" "PWY-6269: superpathway of adenosylcobalamin salvage from cobinamide II|g__Escherichia.s__Escherichia_coli"
"14384" "PWY-6269: superpathway of adenosylcobalamin salvage from cobinamide II|g__Klebsiella.s__Klebsiella_aerogenes"
"14385" "PWY-6269: superpathway of adenosylcobalamin salvage from cobinamide II|g__Klebsiella.s__Klebsiella_grimontii"
"14386" "PWY-6269: superpathway of adenosylcobalamin salvage from cobinamide II|g__Klebsiella.s__Klebsiella_michiganensis"
"14387" "PWY-6269: superpathway of adenosylcobalamin salvage from cobinamide II|g__Klebsiella.s__Klebsiella_oxytoca"
"14388" "PWY-6269: superpathway of adenosylcobalamin salvage from cobinamide II|g__Klebsiella.s__Klebsiella_pneumoniae"
"14389" "PWY-6269: superpathway of adenosylcobalamin salvage from cobinamide II|g__Klebsiella.s__Klebsiella_quasipneumoniae"
"14390" "PWY-6269: superpathway of adenosylcobalamin salvage from cobinamide II|g__Klebsiella.s__Klebsiella_variicola"
"14391" "PWY-6269: superpathway of adenosylcobalamin salvage from cobinamide II|g__Kluyvera.s__Kluyvera_ascorbata"
"14392" "PWY-6269: superpathway of adenosylcobalamin salvage from cobinamide II|g__Morganella.s__Morganella_morganii"
"14393" "PWY-6269: superpathway of adenosylcobalamin salvage from cobinamide II|unclassified"
"14394" "PWY-6270: isoprene biosynthesis I|g__Acidaminococcus.s__Acidaminococcus_intestini"
"14395" "PWY-6270: isoprene biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus"
"14396" "PWY-6270: isoprene biosynthesis I|g__Blautia.s__Blautia_obeum"
"14397" "PWY-6270: isoprene biosynthesis I|g__Blautia.s__Blautia_producta"
"14398" "PWY-6270: isoprene biosynthesis I|g__Blautia.s__Blautia_sp"
"14399" "PWY-6270: isoprene biosynthesis I|g__Blautia.s__Blautia_sp_AF19_10LB"
"14400" "PWY-6270: isoprene biosynthesis I|g__Blautia.s__Blautia_sp_CAG_52"
"14401" "PWY-6270: isoprene biosynthesis I|g__Blautia.s__Blautia_wexlerae"
"14402" "PWY-6270: isoprene biosynthesis I|g__Blautia.s__Ruminococcus_torques"
"14403" "PWY-6270: isoprene biosynthesis I|g__Butyrivibrio.s__Butyrivibrio_sp_CAG_318"
"14404" "PWY-6270: isoprene biosynthesis I|g__Citrobacter.s__Citrobacter_amalonaticus"
"14405" "PWY-6270: isoprene biosynthesis I|g__Citrobacter.s__Citrobacter_freundii"
"14406" "PWY-6270: isoprene biosynthesis I|g__Citrobacter.s__Citrobacter_portucalensis"
"14407" "PWY-6270: isoprene biosynthesis I|g__Citrobacter.s__Citrobacter_youngae"
"14408" "PWY-6270: isoprene biosynthesis I|g__Clostridiales_unclassified.s__Clostridiales_bacterium_KLE1615"
"14409" "PWY-6270: isoprene biosynthesis I|g__Clostridioides.s__Clostridioides_difficile"
"14410" "PWY-6270: isoprene biosynthesis I|g__Clostridium.s__Clostridium_sp_CAG_411"
"14411" "PWY-6270: isoprene biosynthesis I|g__Collinsella.s__Collinsella_aerofaciens"
"14412" "PWY-6270: isoprene biosynthesis I|g__Coprococcus.s__Coprococcus_comes"
"14413" "PWY-6270: isoprene biosynthesis I|g__Coprococcus.s__Coprococcus_eutactus"
"14414" "PWY-6270: isoprene biosynthesis I|g__Dorea.s__Dorea_formicigenerans"
"14415" "PWY-6270: isoprene biosynthesis I|g__Dorea.s__Dorea_longicatena"
"14416" "PWY-6270: isoprene biosynthesis I|g__Dysgonomonas.s__Dysgonomonas_gadei"
"14417" "PWY-6270: isoprene biosynthesis I|g__Dysgonomonas.s__Dysgonomonas_sp_37_18"
"14418" "PWY-6270: isoprene biosynthesis I|g__Eisenbergiella.s__Eisenbergiella_massiliensis"
"14419" "PWY-6270: isoprene biosynthesis I|g__Eisenbergiella.s__Eisenbergiella_tayi"
"14420" "PWY-6270: isoprene biosynthesis I|g__Enterobacter.s__Enterobacter_cloacae"
"14421" "PWY-6270: isoprene biosynthesis I|g__Escherichia.s__Escherichia_coli"
"14422" "PWY-6270: isoprene biosynthesis I|g__Escherichia.s__Escherichia_fergusonii"
"14423" "PWY-6270: isoprene biosynthesis I|g__Eubacterium.s__Eubacterium_eligens"
"14424" "PWY-6270: isoprene biosynthesis I|g__Eubacterium.s__Eubacterium_sp_36_13"
"14425" "PWY-6270: isoprene biosynthesis I|g__Eubacterium.s__Eubacterium_sp_CAG_252"
"14426" "PWY-6270: isoprene biosynthesis I|g__Eubacterium.s__Eubacterium_sp_CAG_581"
"14427" "PWY-6270: isoprene biosynthesis I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_AM10_47"
"14428" "PWY-6270: isoprene biosynthesis I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_194"
"14429" "PWY-6270: isoprene biosynthesis I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_65_45_313"
"14430" "PWY-6270: isoprene biosynthesis I|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans"
"14431" "PWY-6270: isoprene biosynthesis I|g__Klebsiella.s__Klebsiella_aerogenes"
"14432" "PWY-6270: isoprene biosynthesis I|g__Klebsiella.s__Klebsiella_grimontii"
"14433" "PWY-6270: isoprene biosynthesis I|g__Klebsiella.s__Klebsiella_michiganensis"
"14434" "PWY-6270: isoprene biosynthesis I|g__Klebsiella.s__Klebsiella_oxytoca"
"14435" "PWY-6270: isoprene biosynthesis I|g__Klebsiella.s__Klebsiella_pneumoniae"
"14436" "PWY-6270: isoprene biosynthesis I|g__Klebsiella.s__Klebsiella_quasipneumoniae"
"14437" "PWY-6270: isoprene biosynthesis I|g__Klebsiella.s__Klebsiella_variicola"
"14438" "PWY-6270: isoprene biosynthesis I|g__Lachnoclostridium.s__Clostridium_asparagiforme"
"14439" "PWY-6270: isoprene biosynthesis I|g__Lachnospira.s__Lachnospira_pectinoschiza"
"14440" "PWY-6270: isoprene biosynthesis I|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale"
"14441" "PWY-6270: isoprene biosynthesis I|g__Phascolarctobacterium.s__Phascolarctobacterium_faecium"
