"","ERR209782","SRR5983300","SRR5936030","SRR5946907","SRR5946749","SRR5946674","SRR5946714","SRR5946754","SRR5946733","SRR5983268","SRR5946862","SRR5946927","SRR5946968","SRR5947102","SRR5946702","SRR5983270","SRR5946630","SRR5936219","SRR5946963","SRR5983437","SRR5983299","SRR5983400","SRR5935865","SRR5935996","SRR5946962","SRR5946881","SRR5936167","SRR5983391","ERR210422","SRR5935777","SRR5936111","SRR5947080","SRR5935789","SRR5983326","SRR5935898","SRR5983406","SRR5946894","SRR5946716","SRR5983393","SRR5935923","SRR5946685","SRR5947834","SRR5946943","SRR5935904","SRR5935875","SRR5935931","SRR5946627","SRR5983327","SRR5947869","SRR5983446","SRR5936190","SRR5946657","SRR5983284","SRR5935767","SRR5983355","SRR5983291","SRR5936199","ERR209799","SRR5935792","SRR5946892","SRR5983403","SRR5946675","SRR5946799","SRR5947056","SRR5947846","SRR5946873","ERR209764","SRR5947025","SRR5983275","SRR5946961","SRR5983294","SRR5936092","SRR5983297","SRR5947843","SRR5983282","SRR5983264"
"5.1.1.13",5,4,0,0,0,1,3,0,2,5,3,2,1,0,1,1,3,0,0,1,3,0,2,0,2,3,2,1,0,2,0,0,0,2,3,1,0,0,1,5,0,1,1,1,1,3,0,7,3,3,0,0,3,0,2,0,2,3,1,2,7,2,0,0,3,0,2,6,0,7,6,2,0,0,0,1
"5.1.3.20",2,1,0,0,0,0,1,0,2,5,0,1,0,0,0,0,0,0,2,6,2,1,0,0,1,0,1,1,0,3,0,1,0,4,1,0,1,0,2,6,0,5,0,0,3,3,0,5,1,0,0,0,3,0,2,0,1,2,0,0,4,1,0,0,1,0,0,2,0,0,1,0,2,3,2,0
"5.3.1.15",1,3,1,0,0,0,1,0,3,3,2,3,0,0,0,0,5,0,0,2,0,0,0,2,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,4,0,0,0,1,1,2,1,0,0,1,0,0,0,0,3,0,2,0,0,4,7,1,0,0,2,0,2,1,0,2,1,1,0,1,0,0
"5.3.1.29",1,2,0,0,1,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,2,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,2,2,1,0,2,1,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1
"5.3.3.2",0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,1,0,1,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"5.4.2.11",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5.4.99.11",0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6.2.1.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"6.3.4.19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
"6.3.5.3",1,5,1,1,2,0,4,0,6,11,1,2,1,2,0,3,3,1,3,9,12,2,3,0,3,1,2,2,0,2,2,0,0,5,1,1,0,0,2,5,0,3,3,0,5,8,1,24,3,0,2,2,4,0,10,1,3,5,0,1,15,11,0,0,5,0,3,3,0,0,3,2,3,3,6,1
"6.3.5.10",2,0,3,0,0,0,0,1,1,0,0,1,3,0,0,0,1,0,0,1,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,2,3,0,1,2,1,0,0,1,0,4,1,0,0,0,0,0,0,0,0
"7.2.2.11",1,2,1,4,1,1,0,1,2,5,0,0,0,1,0,3,1,1,0,2,6,1,0,0,0,2,1,1,0,1,0,1,0,5,1,0,0,3,1,1,1,1,1,2,3,4,0,5,3,3,0,2,3,0,2,1,0,1,1,0,1,1,0,0,4,3,1,0,0,1,0,2,0,1,1,0
"7.2.2.21",0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,2,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0
"1.1.1.17",1,0,0,0,0,1,1,0,3,5,3,0,3,0,0,0,2,0,0,1,1,0,0,1,2,0,0,1,0,1,2,0,0,3,0,0,0,1,1,0,2,1,0,0,0,1,0,3,2,0,0,0,0,1,1,0,1,0,1,1,6,0,0,0,1,1,1,0,0,0,1,2,0,1,1,0
"1.1.1.130",1,2,1,0,0,0,0,0,1,5,1,2,0,0,2,3,1,0,1,0,0,0,1,1,0,5,0,0,0,0,1,0,0,2,0,1,0,0,0,0,2,0,3,1,1,4,0,3,2,1,0,1,0,0,2,0,4,0,2,0,0,0,0,0,3,1,3,2,0,0,0,0,0,2,1,1
"1.1.1.159",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1.1.5.3",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,7,0,0,0,0,1,0,1,0,1,0,0,0,5,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0
"1.2.1.5",1,0,0,0,0,0,2,0,1,2,2,1,1,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,3,0,0,2,1,1,0,0,0,1,2,1,0,1,0,0,1,1,0,0
"1.2.5.1",3,4,1,2,2,2,1,0,0,4,0,0,0,0,0,5,2,0,1,8,6,6,3,1,3,4,2,2,0,2,0,1,2,6,0,0,6,2,2,2,1,6,3,1,5,3,0,12,3,0,1,1,4,0,3,0,1,0,2,1,6,2,2,1,9,0,0,4,1,0,1,2,2,4,5,3
"1.3.1.20",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"1.3.1.91",0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0
"2.1.1.104",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.1.1.133",0,2,0,0,1,0,0,0,0,2,0,0,1,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2.1.1.176",1,1,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,4,0,4,1,0,0,0,1,1,1,0,1,1,0,0,2,1,0,0,1,0,2,1,0,0,1,0,1,0,0,0
"2.1.3.6",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2.4.1.152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.4.1.227",1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,1,1,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"2.4.1.332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2.5.1.48",2,0,1,1,0,0,0,1,1,4,0,1,0,0,0,0,1,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,1,1,0,1,0,0,1,1,1,1,2,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0
"2.7.1.23",0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,2,0,2,0,1,0,1,1,0,2,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,5,0,5,1,0,0,0,0,0,1,0,1,1,2,0,4,1,0,0,1,0,4,1,0,0,0,0,1,1,1,0
"2.7.1.29",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.7.1.60",1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,2,0,0,1,1,1,0,1,0,0,3,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,2,0,2,0,0,0,0,0,1,1,1,0
"2.7.1.100",1,0,1,0,0,1,1,0,0,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
"2.7.1.170",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,3,0,0,0,1,0,2,2,0,1,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,1,2,0
"2.7.1.189",0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,3,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2.7.4.25",1,1,0,0,0,0,0,0,0,1,0,2,1,0,1,0,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
"2.7.7.75",1,1,0,0,0,0,1,0,2,4,0,1,1,0,0,1,0,1,1,2,2,0,0,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,3,0,0,0,4,0,1,0,2,3,1,2,4,0,0,0,1,0,1,2,0,1,2,0,2,0,5,1
"3.1.1.3",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"3.1.1.43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"3.1.1.73",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3.2.1.101",0,4,3,1,1,0,0,3,0,0,0,0,0,1,0,1,0,0,0,3,1,1,0,0,1,2,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,1,2,3,2,1,0,1,0,0,0,4,0,0,0,0,0,0,4,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,3
"3.2.1.179",0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"3.4.13.18",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3.4.14.11",1,0,0,0,0,1,1,0,1,2,0,1,1,0,0,0,0,0,0,1,0,0,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"3.4.22.15",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"3.4.24.71",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"3.4.24.75",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
"3.5.3.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,3,1,1,0,0,0
"3.5.3.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3.5.4.2",0,2,0,1,0,0,1,0,0,5,1,2,0,0,0,1,2,0,0,0,4,0,2,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,2,0,0,1,1,1,0,0,5,0,2,0,0,1,0,0,1,2,0,2,0,0,0,0,0,2,0,1,0,0,0,1,2,0,0,0,0
"3.6.1.11",0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,4,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"3.6.1.54",0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"4.1.1.81",1,1,1,0,0,1,0,0,2,2,2,1,1,1,1,1,1,0,0,2,1,0,1,1,0,2,4,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,4,2,1,0,1,1,1,1,0,0,1,1,0,0,3,0,5,1,1,1,0,0,3,0,4,1,1,2,1,0,1,1,0,0
"4.1.2.26",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"4.1.2.48",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,1,0,1,0,1,0,2,1,0,1,1,1,1,0,0,0,1,0,0,3,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"4.2.1.6",0,0,1,0,0,0,2,0,4,6,1,4,2,1,0,0,1,0,0,2,1,2,5,0,0,1,0,0,0,2,1,1,0,5,1,0,0,1,1,5,0,5,3,3,0,5,0,4,4,2,0,0,2,2,1,0,5,0,5,1,1,0,0,0,1,2,3,0,1,2,0,4,0,0,0,0
"4.3.1.23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4.6.1.1",1,2,0,0,0,0,0,2,1,2,0,0,0,0,0,1,1,0,0,4,1,0,0,0,1,0,0,0,0,0,1,0,1,4,0,1,4,0,0,0,1,2,1,0,2,1,0,1,0,0,0,1,2,1,1,2,1,0,0,1,3,1,1,0,0,0,1,1,0,1,1,1,2,1,4,3
"5.4.99.60",1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,2,0,2,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0
"5.6.1.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"6.2.1.3",1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,2,1,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,3,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,2,0,0,1,2,0,0,0,1,0
"1.1.1.21",0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0
"1.1.1.47",1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,2,1,0,0,0,0
"1.1.1.69",2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0
"1.1.1.282",1,0,0,1,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
"1.1.1.291",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
"1.1.1.311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.3.99.1",0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,2,0,2,0
"1.3.99.17",2,1,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,1,1,0,0,2,2,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"2.1.1.132",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,2,0
"2.3.1.94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.6.1.9",1,1,0,0,0,0,2,0,2,1,0,0,0,0,0,1,1,0,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,2,2,0,1,1,0,0,4,0,2,2,0,0,0,2,0,1,1,2,1,1,1,0,2,0,0,3,0,1,1,0,0,1,1,0,1,1,0
"2.7.1.121",1,1,0,0,0,0,0,0,2,8,0,0,1,0,0,0,2,0,1,1,3,0,1,1,1,1,1,0,0,1,1,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,8,1,0,0,0,0,0,6,0,4,1,0,1,4,0,0,0,4,0,0,2,0,1,0,1,0,5,0,0
"2.7.10.2",0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,1,0,0,1,0,0,1,10,0,9,0,0,0,0,1,0,3,0,1,1,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0
"2.8.3.16",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,2,0,0
"2.9.1.1",6,1,1,0,0,0,0,0,2,5,2,2,1,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,1,2,0,0,3,0,5,0,2,2,0,0,2,1,2,2,1,0,0,2,0,2,0,9,0,1,1,2,0,0,0,1,1,3,1,0,5,1,4,0,1,1,1
"2.10.1.1",1,2,0,0,0,0,1,0,1,5,0,1,0,0,1,3,2,0,1,0,3,1,0,0,1,0,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,4,1,0,0,0,3,0,3,1,0,0,0,1,3,3,0,0,4,0,1,1,0,1,2,0,3,2,4,1
"3.1.1.7",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,1,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0
"3.1.3.82",1,1,0,0,0,0,1,0,5,5,0,1,2,0,0,1,0,1,2,7,2,1,0,1,1,1,3,0,0,2,0,1,0,0,1,0,0,0,0,3,0,0,0,0,1,2,0,2,0,0,0,0,2,1,2,0,3,1,0,0,4,2,0,0,1,0,2,1,0,0,0,2,1,2,0,0
"3.2.1.70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3.2.1.74",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3.2.1.151",3,1,0,0,0,2,1,0,2,1,0,0,3,1,0,2,2,0,0,6,3,3,2,0,3,0,1,2,0,0,0,1,6,0,4,0,2,1,0,2,0,2,0,3,6,0,2,4,3,0,0,0,6,0,0,0,1,4,2,2,4,4,0,0,0,1,1,0,0,0,1,2,1,4,1,0
"3.4.19.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,1
